Date,Open,High,Low,Close,Adj Close,Volume
2020-08-12,471.339996,482.489990,470.179993,475.470001,475.470001,5441200
2020-08-13,478.399994,484.450012,476.450012,481.329987,481.329987,3008900
2020-08-14,482.820007,488.329987,480.209991,482.679993,482.679993,2943500
2020-08-17,484.190002,486.239990,479.100006,482.350006,482.350006,2423500
2020-08-18,484.350006,495.299988,482.799988,491.869995,491.869995,3505500
2020-08-19,493.929993,494.500000,483.500000,484.529999,484.529999,3156200
2020-08-20,484.690002,498.940002,483.890015,497.899994,497.899994,5132500
2020-08-21,496.459991,498.130005,490.000000,492.309998,492.309998,3921300
2020-08-24,495.440002,501.000000,483.160004,488.809998,488.809998,4762200
2020-08-25,488.190002,492.470001,485.089996,490.579987,490.579987,5727700
2020-08-26,492.500000,549.039978,492.079987,547.530029,547.530029,20373700
2020-08-27,537.780029,541.000000,521.250000,526.270020,526.270020,9062900
2020-08-28,532.000000,539.000000,522.000000,523.890015,523.890015,4417500
2020-08-31,521.159973,531.989990,517.580017,529.559998,529.559998,4941400
2020-09-01,532.599976,557.390015,532.450012,556.549988,556.549988,9581900
2020-09-02,553.780029,556.500000,537.369995,552.840027,552.840027,5886900
2020-09-03,545.000000,554.000000,521.320007,525.750000,525.750000,9071100
2020-09-04,520.179993,527.359985,485.980011,516.049988,516.049988,8270100
2020-09-08,498.399994,522.000000,495.000000,507.019989,507.019989,5572700
2020-09-09,519.210022,520.000000,492.570007,500.190002,500.190002,6848100
2020-09-10,503.350006,506.290009,478.839996,480.670013,480.670013,6240200
2020-09-11,486.489990,493.730011,476.809998,482.029999,482.029999,5035200
2020-09-14,480.619995,488.989990,471.299988,476.260010,476.260010,7359100
2020-09-15,484.000000,497.470001,481.630005,495.989990,495.989990,5337000
2020-09-16,499.989990,504.660004,483.309998,483.859985,483.859985,4394900
2020-09-17,475.160004,478.399994,463.269989,470.200012,470.200012,5379300
2020-09-18,472.510010,479.399994,458.600006,469.959991,469.959991,6717700
2020-09-21,467.690002,487.779999,466.320007,487.350006,487.350006,5457500
2020-09-22,489.010010,491.820007,479.260010,491.170013,491.170013,3482300
2020-09-23,491.040009,491.040009,469.000000,470.609985,470.609985,3726400
2020-09-24,470.529999,477.000000,467.820007,473.079987,473.079987,3727200
2020-09-25,474.390015,484.869995,468.029999,482.880005,482.880005,3769400
2020-09-28,489.109985,492.000000,477.880005,490.649994,490.649994,4773500
2020-09-29,489.500000,496.290009,486.529999,493.480011,493.480011,3541500
2020-09-30,492.570007,504.630005,489.269989,500.029999,500.029999,4631100
2020-10-01,506.029999,529.549988,503.600006,527.510010,527.510010,8153700
2020-10-02,516.429993,526.369995,502.700012,503.059998,503.059998,6071200
2020-10-05,506.799988,520.989990,501.700012,520.650024,520.650024,4088100
2020-10-06,518.719971,521.820007,504.160004,505.869995,505.869995,4199000
2020-10-07,518.000000,536.489990,515.820007,534.659973,534.659973,7988700
2020-10-08,533.479980,535.000000,524.150024,531.789978,531.789978,5386500
2020-10-09,537.830017,544.280029,535.000000,539.440002,539.440002,4781300
2020-10-12,548.809998,551.809998,538.239990,539.809998,539.809998,5391100
2020-10-13,540.559998,557.650024,537.200012,554.090027,554.090027,5602500
2020-10-14,562.609985,572.489990,541.000000,541.450012,541.450012,9510100
2020-10-15,545.520020,551.219971,535.099976,541.940002,541.940002,5113100
2020-10-16,549.500000,554.330017,530.030029,530.789978,530.789978,6347400
2020-10-19,537.070007,541.799988,525.380005,530.719971,530.719971,7567500
2020-10-20,528.140015,533.780029,522.260010,525.419983,525.419983,10047200
2020-10-21,501.029999,506.850006,488.250000,489.049988,489.049988,17405700
2020-10-22,494.690002,495.140015,482.000000,485.230011,485.230011,6997900
2020-10-23,488.109985,490.059998,481.350006,488.279999,488.279999,4927900
2020-10-26,487.029999,496.820007,478.899994,488.239990,488.239990,6186100
2020-10-27,490.010010,490.489990,482.929993,488.929993,488.929993,3627200
2020-10-28,486.359985,494.000000,483.279999,486.239990,486.239990,5992700
2020-10-29,488.500000,513.900024,479.339996,504.209991,504.209991,11120700
