series_code,topic,indicator_name,short_definition,long_definition,unit_of_measure,periodicity,base_period,other_notes,aggregation_method,limitations_and_exceptions,notes_from_original_source,general_comments,source,statistical_concept_and_methodology,development_relevance,related_source_links,other_web_links,related_indicators,license_type
SH.DYN.MORT.FE,Health: Mortality,"Mortality rate, under-5, female (per 1,000 live births)",,"Under-five mortality rate, female is the probability per 1,000 that a newborn female baby will die before reaching age five, if subject to female age-specific mortality rates of the specified year.",,Annual,,,Weighted average,"Complete vital registration systems are fairly uncommon in developing countries. Thus estimates must be obtained from sample surveys or derived by applying indirect estimation techniques to registration, census, or survey data. Survey data are subject to recall error, and surveys estimating infant/child deaths require large samples because households in which a birth has occurred during a given year cannot ordinarily be preselected for sampling. Indirect estimates rely on model life tables that may be inappropriate for the population concerned. Extrapolations based on outdated surveys may not be reliable for monitoring changes in health status or for comparative analytical work.",,"Given that data on the incidence and prevalence of diseases are frequently unavailable, mortality rates are often used to identify vulnerable populations. Moreover, they are among the indicators most frequently used to compare socioeconomic development across countries. Under-five mortality rates are higher for boys than for girls in countries in which parental gender preferences are insignificant. Under-five mortality captures the effect of gender discrimination better than infant mortality does, as malnutrition and medical interventions have more significant impacts to this age group. Where female under-five mortality is higher, girls are likely to have less access to resources than boys.

Aggregate data for LIC, UMC, LMC, HIC are computed based on the groupings for the World Bank fiscal year in which the data was released by the UN Inter-agency Group for Child Mortality Estimation.

This is a sex-disaggregated indicator for Sustainable Development Goal 3.2.1 [https://unstats.un.org/sdgs/metadata/].","Estimates developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org.","The main sources of mortality data are vital registration systems and direct or indirect estimates based on sample surveys or censuses. A ""complete"" vital registration system - covering at least 90 percent of vital events in the population - is the best source of age-specific mortality data.

Estimates of neonatal, infant, and child mortality tend to vary by source and method for a given time and place. Years for available estimates also vary by country, making comparisons across countries and over time difficult. To make neonatal, infant, and child mortality estimates comparable and to ensure consistency across estimates by different agencies, the United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), which comprises the United Nations Children's Fund (UNICEF), the World Health Organization (WHO), the World Bank, the United Nations Population Division, and other universities and research institutes, developed and adopted a statistical method that uses all available information to reconcile differences. The method uses statistical models to obtain a best estimate trend line by fitting a country-specific regression model of mortality rates against their reference dates.","Mortality rates for different age groups (infants, children, and adults) and overall mortality indicators (life expectancy at birth or survival to a given age) are important indicators of health status in a country. Because data on the incidence and prevalence of diseases are frequently unavailable, mortality rates are often used to identify vulnerable populations. And they are among the indicators most frequently used to compare socioeconomic development across countries.",,,,CC BY-4.0
SH.DYN.MORT.MA,Health: Mortality,"Mortality rate, under-5, male (per 1,000 live births)",,"Under-five mortality rate, male is the probability per 1,000 that a newborn male baby will die before reaching age five, if subject to male age-specific mortality rates of the specified year.",,Annual,,,Weighted average,"Complete vital registration systems are fairly uncommon in developing countries. Thus estimates must be obtained from sample surveys or derived by applying indirect estimation techniques to registration, census, or survey data. Survey data are subject to recall error, and surveys estimating infant/child deaths require large samples because households in which a birth has occurred during a given year cannot ordinarily be preselected for sampling. Indirect estimates rely on model life tables that may be inappropriate for the population concerned. Extrapolations based on outdated surveys may not be reliable for monitoring changes in health status or for comparative analytical work.",,"Given that data on the incidence and prevalence of diseases are frequently unavailable, mortality rates are often used to identify vulnerable populations. Moreover, they are among the indicators most frequently used to compare socioeconomic development across countries. Under-five mortality rates are higher for boys than for girls in countries in which parental gender preferences are insignificant. Under-five mortality captures the effect of gender discrimination better than infant mortality does, as malnutrition and medical interventions have more significant impacts to this age group. Where female under-five mortality is higher, girls are likely to have less access to resources than boys.

Aggregate data for LIC, UMC, LMC, HIC are computed based on the groupings for the World Bank fiscal year in which the data was released by the UN Inter-agency Group for Child Mortality Estimation.

This is a sex-disaggregated indicator for Sustainable Development Goal 3.2.1 [https://unstats.un.org/sdgs/metadata/].","Estimates developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org.","The main sources of mortality data are vital registration systems and direct or indirect estimates based on sample surveys or censuses. A ""complete"" vital registration system - covering at least 90 percent of vital events in the population - is the best source of age-specific mortality data.

Estimates of neonatal, infant, and child mortality tend to vary by source and method for a given time and place. Years for available estimates also vary by country, making comparisons across countries and over time difficult. To make neonatal, infant, and child mortality estimates comparable and to ensure consistency across estimates by different agencies, the United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), which comprises the United Nations Children's Fund (UNICEF), the World Health Organization (WHO), the World Bank, the United Nations Population Division, and other universities and research institutes, developed and adopted a statistical method that uses all available information to reconcile differences. The method uses statistical models to obtain a best estimate trend line by fitting a country-specific regression model of mortality rates against their reference dates.","Mortality rates for different age groups (infants, children, and adults) and overall mortality indicators (life expectancy at birth or survival to a given age) are important indicators of health status in a country. Because data on the incidence and prevalence of diseases are frequently unavailable, mortality rates are often used to identify vulnerable populations. And they are among the indicators most frequently used to compare socioeconomic development across countries.",,,,CC BY-4.0
SH.DYN.NCOM.FE.ZS,Health: Mortality,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",,"Mortality from CVD, cancer, diabetes or CRD is the percent of 30-year-old-people who would die before their 70th birthday from any of cardiovascular disease, cancer, diabetes,  or chronic respiratory disease, assuming that s/he would experience current mortality rates at every age and s/he would not die from any other cause of death (e.g., injuries or HIV/AIDS).",,Annual,,,Weighted average,,,This is a sex-disaggregated indicator for Sustainable Development Goal 3.4.1 [https://unstats.un.org/sdgs/metadata/].,"World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",,,,,,CC BY-4.0
SH.DYN.NCOM.MA.ZS,Health: Mortality,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",,"Mortality from CVD, cancer, diabetes or CRD is the percent of 30-year-old-people who would die before their 70th birthday from any of cardiovascular disease, cancer, diabetes,  or chronic respiratory disease, assuming that s/he would experience current mortality rates at every age and s/he would not die from any other cause of death (e.g., injuries or HIV/AIDS).",,Annual,,,Weighted average,,,This is a sex-disaggregated indicator for Sustainable Development Goal 3.4.1 [https://unstats.un.org/sdgs/metadata/].,"World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",,,,,,CC BY-4.0
SH.DYN.NCOM.ZS,Health: Mortality,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",,"Mortality from CVD, cancer, diabetes or CRD is the percent of 30-year-old-people who would die before their 70th birthday from any of cardiovascular disease, cancer, diabetes,  or chronic respiratory disease, assuming that s/he would experience current mortality rates at every age and s/he would not die from any other cause of death (e.g., injuries or HIV/AIDS).",,Annual,,,Weighted average,,,This is the Sustainable Development Goal indicator 3.4.1 [https://unstats.un.org/sdgs/metadata/].,"World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",,,,,,CC BY-4.0
SH.DYN.NMRT,Health: Mortality,"Mortality rate, neonatal (per 1,000 live births)",,"Neonatal mortality rate is the number of neonates dying before reaching 28 days of age, per 1,000 live births in a given year.",,Annual,,,Weighted average,"Complete vital registration systems are fairly uncommon in developing countries. Thus estimates must be obtained from sample surveys or derived by applying indirect estimation techniques to registration, census, or survey data. Survey data are subject to recall error, and surveys estimating infant/child deaths require large samples because households in which a birth has occurred during a given year cannot ordinarily be preselected for sampling. Indirect estimates rely on model life tables that may be inappropriate for the population concerned. Extrapolations based on outdated surveys may not be reliable for monitoring changes in health status or for comparative analytical work.",,"Given that data on the incidence and prevalence of diseases are frequently unavailable, mortality rates are often used to identify vulnerable populations. Moreover, they are among the indicators most frequently used to compare socioeconomic development across countries.

Aggregate data for LIC, UMC, LMC, HIC are computed based on the groupings for the World Bank fiscal year in which the data was released by the UN Inter-agency Group for Child Mortality Estimation.


This is the Sustainable Development Goal indicator 3.2.2 [https://unstats.un.org/sdgs/metadata/].","Estimates developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org.","The main sources of mortality data are vital registration systems and direct or indirect estimates based on sample surveys or censuses. A ""complete"" vital registration system - covering at least 90 percent of vital events in the population - is the best source of age-specific mortality data.

Estimates of neonatal, infant, and child mortality tend to vary by source and method for a given time and place. Years for available estimates also vary by country, making comparisons across countries and over time difficult. To make neonatal, infant, and child mortality estimates comparable and to ensure consistency across estimates by different agencies, the United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), which comprises the United Nations Children's Fund (UNICEF), the World Health Organization (WHO), the World Bank, the United Nations Population Division, and other universities and research institutes, developed and adopted a statistical method that uses all available information to reconcile differences. The method uses statistical models to obtain a best estimate trend line by fitting a country-specific regression model of mortality rates against their reference dates.","Mortality rates for different age groups (infants, children, and adults) and overall mortality indicators (life expectancy at birth or survival to a given age) are important indicators of health status in a country. Because data on the incidence and prevalence of diseases are frequently unavailable, mortality rates are often used to identify vulnerable populations. And they are among the indicators most frequently used to compare socioeconomic development across countries.",,,,CC BY-4.0
SH.DYN.STLB,Health: Mortality,"Stillbirth rate (per 1,000 total births)",,"Stillbirth rate is the number of fetal deaths at 28 weeks or more of gestation per 1,000 total births. Total birth is the sum of stillbirths (as just defined) and live births.",,Annual,,,Weighted average,"Data availability and data quality is uneven among countries.  Adequate stillbirth data are lacking in low and lower-income countries.  These countries do not have a functioning health information system or civil registration vital statistics (CRVS) system to count or capture stillbirths, and in others stillbirths are excluded from routine registration despite the existence of functioning systems. In such settings, household surveys provide important information on child mortality, but most surveys have substantial data quality issues for stillbirth.",,"Aggregate data for LIC, UMC, LMC, HIC are computed based on the groupings for the World Bank fiscal year in which the data was released by the UN Inter-agency Group for Child Mortality Estimation.","Estimates developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org.","The UN IGME’s approach to estimate stillbirth rates (SBR) includes the following steps:
1.	Compile all available stillbirth data at a country level, derived from administrative sources, household surveys or population-based studies. 
2.	Evaluate data in accordance with the data quality criteria and produce adjustment or recalculation by applying standardized definitions. 
3.	Estimate global and country-specific trends of stillbirth rates using a smoothing time series model, supplemented with covariates associated with stillbirth rates. This process averages empirical data on stillbirths derived from the different sources for a given country. In the case of countries with sparse or no data, the identified covariates associated with stillbirth will inform the trend in stillbirth rate.","Stillbirths are an important but often neglected global health problem. Sub-Saharan Africa and South Asia bear the greatest burden of these deaths.  

The costs of stillbirths go beyond the loss of life and include psychological cost such as maternal depression, financial costs to parents as well as long-term economic costs to society. The burden on families, especially women, is severe and long lasting, yet stigma and taboo hide this burden even in high-income countries. The progress in lowering the stillbirth rate in the past two decades is much slower than the reduction in mortality of children aged under 5 years old. This could be due to a variety of reasons including absence or poor quality of care during pregnancy and birth, lack of investment in preventative interventions and the health workforce, lack of social recognition of stillbirths as a burden on families, challenges with measurements and major data gaps, absence of global and national leadership, and no established global targets.",,,,
SH.FPL.SATM.ZS,Health: Reproductive health,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),,Demand for family planning satisfied by modern methods refers to the percentage of married women ages 15-49 years whose need for family planning is satisfied with modern methods.,,Annual,,,Weighted average,,,This is the Sustainable Development Goal indicator 3.7.1 [https://unstats.un.org/sdgs/metadata/].,Demographic and Health Surveys (DHS).,,,,,,CC BY-4.0
SH.H2O.BASW.RU.ZS,Health: Disease prevention,"People using at least basic drinking water services, rural (% of rural population)",,"The percentage of people using at least basic water services.  This indicator encompasses both people using basic water services as well as those using safely managed water services.  Basic drinking water services is defined as drinking water from an improved source, provided collection time is not more than 30 minutes for a round trip.  Improved water sources include piped water, boreholes or tubewells, protected dug wells, protected springs, and packaged or delivered water.",,Annual,,,Weighted average,"National, regional and income group estimates are made when data are available for at least 50 percent of the population.",,,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).","Data on drinking water, sanitation and hygiene are produced by the Joint Monitoring Programme of the World Health Organization (WHO) and United Nations Children's Fund (UNICEF) based on administrative sources, national censuses and nationally representative household surveys.  WHO/UNICEF defines a basic drinking water service as drinking water from an improved source, provided collection time is not more than 30 minutes for a round trip.  Improved water sources include piped water, boreholes or tubewells, protected dug wells, protected springs, and packaged or delivered water.","Water is considered to be the most important resource for sustaining ecosystems, which provide life-supporting services for people, animals, and plants. Global access to safe water and proper hygiene education can reduce illness and death from disease, leading to improved health, poverty reduction, and socio-economic development. However, many countries are challenged to provide these basic necessities to their populations, leaving people at risk for water, sanitation, and hygiene (WASH)-related diseases. Because contaminated water is a major cause of illness and death, water quality is a determining factor in human poverty, education, and economic opportunities.  

Lack of access to adequate drinking water services contributes to deaths and illness, especially in children. Water based disease transmission by drinking contaminated water is responsible for significant outbreaks of diseases such as cholera and typhoid and includes diarrheal diseases, viral hepatitis A, cholera, dysentery and dracunculiasis (Guineaworm disease). Improving access to clean drinking water is a crucial element in the reduction of under-five mortality and morbidity and there is evidence that ensuring higher levels of drinking water services has a greater impact. 

Women and children spend millions of hours each year fetching water. The chore diverts their time from other important activities (for example attending school, caring for children, participating in the economy). When water is not available on premises and has to be collected, women and girls are almost two and a half times more likely than men and boys to be the main water carriers for their families.  

Many international organizations use access to safe drinking water and hygienic sanitation facilities as a measure for progress in the fight against poverty, disease, and death. Access to safe drinking water is also considered to be a human right, not a privilege, for every man, woman, and child. Economic benefits of safe drinking water services include higher economic productivity, more education, and health-care savings.",,,,CC BY-4.0
SH.H2O.BASW.UR.ZS,Health: Disease prevention,"People using at least basic drinking water services, urban (% of urban population)",,"The percentage of people using at least basic water services.  This indicator encompasses both people using basic water services as well as those using safely managed water services.  Basic drinking water services is defined as drinking water from an improved source, provided collection time is not more than 30 minutes for a round trip.  Improved water sources include piped water, boreholes or tubewells, protected dug wells, protected springs, and packaged or delivered water.",,Annual,,,Weighted average,"National, regional and income group estimates are made when data are available for at least 50 percent of the population.",,,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).","Data on drinking water, sanitation and hygiene are produced by the Joint Monitoring Programme of the World Health Organization (WHO) and United Nations Children's Fund (UNICEF) based on administrative sources, national censuses and nationally representative household surveys.  WHO/UNICEF defines a basic drinking water service as drinking water from an improved source, provided collection time is not more than 30 minutes for a round trip.  Improved water sources include piped water, boreholes or tubewells, protected dug wells, protected springs, and packaged or delivered water.","Water is considered to be the most important resource for sustaining ecosystems, which provide life-supporting services for people, animals, and plants. Global access to safe water and proper hygiene education can reduce illness and death from disease, leading to improved health, poverty reduction, and socio-economic development. However, many countries are challenged to provide these basic necessities to their populations, leaving people at risk for water, sanitation, and hygiene (WASH)-related diseases. Because contaminated water is a major cause of illness and death, water quality is a determining factor in human poverty, education, and economic opportunities.  

Lack of access to adequate drinking water services contributes to deaths and illness, especially in children. Water based disease transmission by drinking contaminated water is responsible for significant outbreaks of diseases such as cholera and typhoid and includes diarrheal diseases, viral hepatitis A, cholera, dysentery and dracunculiasis (Guineaworm disease). Improving access to clean drinking water is a crucial element in the reduction of under-five mortality and morbidity and there is evidence that ensuring higher levels of drinking water services has a greater impact. 

Women and children spend millions of hours each year fetching water. The chore diverts their time from other important activities (for example attending school, caring for children, participating in the economy). When water is not available on premises and has to be collected, women and girls are almost two and a half times more likely than men and boys to be the main water carriers for their families.  

Many international organizations use access to safe drinking water and hygienic sanitation facilities as a measure for progress in the fight against poverty, disease, and death. Access to safe drinking water is also considered to be a human right, not a privilege, for every man, woman, and child. Economic benefits of safe drinking water services include higher economic productivity, more education, and health-care savings.",,,,CC BY-4.0
SH.H2O.BASW.ZS,Health: Disease prevention,People using at least basic drinking water services (% of population),,"The percentage of people using at least basic water services.  This indicator encompasses both people using basic water services as well as those using safely managed water services.  Basic drinking water services is defined as drinking water from an improved source, provided collection time is not more than 30 minutes for a round trip.  Improved water sources include piped water, boreholes or tubewells, protected dug wells, protected springs, and packaged or delivered water.",,Annual,,,Weighted average,"National, regional and income group estimates are made when data are available for at least 50 percent of the population.",,,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).","Data on drinking water, sanitation and hygiene are produced by the Joint Monitoring Programme of the World Health Organization (WHO) and United Nations Children's Fund (UNICEF) based on administrative sources, national censuses and nationally representative household surveys.  WHO/UNICEF defines a basic drinking water service as drinking water from an improved source, provided collection time is not more than 30 minutes for a round trip.  Improved water sources include piped water, boreholes or tubewells, protected dug wells, protected springs, and packaged or delivered water.","Water is considered to be the most important resource for sustaining ecosystems, which provide life-supporting services for people, animals, and plants. Global access to safe water and proper hygiene education can reduce illness and death from disease, leading to improved health, poverty reduction, and socio-economic development. However, many countries are challenged to provide these basic necessities to their populations, leaving people at risk for water, sanitation, and hygiene (WASH)-related diseases. Because contaminated water is a major cause of illness and death, water quality is a determining factor in human poverty, education, and economic opportunities.  

Lack of access to adequate drinking water services contributes to deaths and illness, especially in children. Water based disease transmission by drinking contaminated water is responsible for significant outbreaks of diseases such as cholera and typhoid and includes diarrheal diseases, viral hepatitis A, cholera, dysentery and dracunculiasis (Guineaworm disease). Improving access to clean drinking water is a crucial element in the reduction of under-five mortality and morbidity and there is evidence that ensuring higher levels of drinking water services has a greater impact. 

Women and children spend millions of hours each year fetching water. The chore diverts their time from other important activities (for example attending school, caring for children, participating in the economy). When water is not available on premises and has to be collected, women and girls are almost two and a half times more likely than men and boys to be the main water carriers for their families.  

Many international organizations use access to safe drinking water and hygienic sanitation facilities as a measure for progress in the fight against poverty, disease, and death. Access to safe drinking water is also considered to be a human right, not a privilege, for every man, woman, and child. Economic benefits of safe drinking water services include higher economic productivity, more education, and health-care savings.",,,,CC BY-4.0
SH.H2O.SMDW.RU.ZS,Health: Disease prevention,"People using safely managed drinking water services, rural (% of rural population)",,"The percentage of people using drinking water from an improved source that is accessible on premises, available when needed and free from faecal and priority chemical contamination. Improved water sources include piped water, boreholes or tubewells, protected dug wells, protected springs, and packaged or delivered water.",,Annual,,,Weighted average,"In order to meet the criteria for a safely managed drinking water service, an improved water source should meet three criteria: it should be accessible on the premises (accessibility), water should be available when needed (availability), and the water supplied should be free from contamination (quality).  Many countries lack data on one or more elements of safely managed drinking water.  The WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (JMP) provide national estimates only when data are available on drinking water quality and at least one of the other criteria (accessibility and availability).  Regional and income group estimates are made when data are available for at least 30 percent of the population.",,"Aggregate data by groups are computed based on the groupings for the World Bank fiscal year in which the data was released by the WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.

This is a disaggregated indicator for Sustainable Development Goal 6.1.1 [https://unstats.un.org/sdgs/metadata/].","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).","Data on drinking water, sanitation and hygiene are produced by the Joint Monitoring Programme of the World Health Organization (WHO) and United Nations Children's Fund (UNICEF) based on administrative sources, national censuses and nationally representative household surveys.  WHO/UNICEF defines a safely managed drinking water as an improved water source that is accessible on premises, available when needed and free from faecal and priority chemical contamination.  Improved water sources include: piped water, boreholes or tubewells, protected dug wells, protected springs, and packaged or delivered water.","Water is considered to be the most important resource for sustaining ecosystems, which provide life-supporting services for people, animals, and plants. Global access to safe water and proper hygiene education can reduce illness and death from disease, leading to improved health, poverty reduction, and socio-economic development. However, many countries are challenged to provide these basic necessities to their populations, leaving people at risk for water, sanitation, and hygiene (WASH)-related diseases. Because contaminated water is a major cause of illness and death, water quality is a determining factor in human poverty, education, and economic opportunities.  

Lack of access to adequate drinking water services contributes to deaths and illness, especially in children. Water based disease transmission by drinking contaminated water is responsible for significant outbreaks of diseases such as cholera and typhoid and includes diarrheal diseases, viral hepatitis A, cholera, dysentery and dracunculiasis (Guineaworm disease). Improving access to clean drinking water is a crucial element in the reduction of under-five mortality and morbidity and there is evidence that ensuring higher levels of drinking water services has a greater impact. 

Women and children spend millions of hours each year fetching water. The chore diverts their time from other important activities (for example attending school, caring for children, participating in the economy). When water is not available on premises and has to be collected, women and girls are almost two and a half times more likely than men and boys to be the main water carriers for their families.  

Many international organizations use access to safe drinking water and hygienic sanitation facilities as a measure for progress in the fight against poverty, disease, and death. Access to safe drinking water is also considered to be a human right, not a privilege, for every man, woman, and child. Economic benefits of safe drinking water services include higher economic productivity, more education, and health-care savings.",,,,CC BY-4.0
SH.H2O.SMDW.UR.ZS,Health: Disease prevention,"People using safely managed drinking water services, urban (% of urban population)",,"The percentage of people using drinking water from an improved source that is accessible on premises, available when needed and free from faecal and priority chemical contamination. Improved water sources include piped water, boreholes or tubewells, protected dug wells, protected springs, and packaged or delivered water.",,Annual,,,Weighted average,"In order to meet the criteria for a safely managed drinking water service, an improved water source should meet three criteria: it should be accessible on the premises (accessibility), water should be available when needed (availability), and the water supplied should be free from contamination (quality).  Many countries lack data on one or more elements of safely managed drinking water.  The WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (JMP) provide national estimates only when data are available on drinking water quality and at least one of the other criteria (accessibility and availability).  Regional and income group estimates are made when data are available for at least 30 percent of the population.",,"Aggregate data by groups are computed based on the groupings for the World Bank fiscal year in which the data was released by the WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.

This is a disaggregated indicator for Sustainable Development Goal 6.1.1 [https://unstats.un.org/sdgs/metadata/].","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).","Data on drinking water, sanitation and hygiene are produced by the Joint Monitoring Programme of the World Health Organization (WHO) and United Nations Children's Fund (UNICEF) based on administrative sources, national censuses and nationally representative household surveys.  WHO/UNICEF defines a safely managed drinking water as an improved water source that is accessible on premises, available when needed and free from faecal and priority chemical contamination.  Improved water sources include: piped water, boreholes or tubewells, protected dug wells, protected springs, and packaged or delivered water.","Water is considered to be the most important resource for sustaining ecosystems, which provide life-supporting services for people, animals, and plants. Global access to safe water and proper hygiene education can reduce illness and death from disease, leading to improved health, poverty reduction, and socio-economic development. However, many countries are challenged to provide these basic necessities to their populations, leaving people at risk for water, sanitation, and hygiene (WASH)-related diseases. Because contaminated water is a major cause of illness and death, water quality is a determining factor in human poverty, education, and economic opportunities.  

Lack of access to adequate drinking water services contributes to deaths and illness, especially in children. Water based disease transmission by drinking contaminated water is responsible for significant outbreaks of diseases such as cholera and typhoid and includes diarrheal diseases, viral hepatitis A, cholera, dysentery and dracunculiasis (Guineaworm disease). Improving access to clean drinking water is a crucial element in the reduction of under-five mortality and morbidity and there is evidence that ensuring higher levels of drinking water services has a greater impact. 

Women and children spend millions of hours each year fetching water. The chore diverts their time from other important activities (for example attending school, caring for children, participating in the economy). When water is not available on premises and has to be collected, women and girls are almost two and a half times more likely than men and boys to be the main water carriers for their families.  

Many international organizations use access to safe drinking water and hygienic sanitation facilities as a measure for progress in the fight against poverty, disease, and death. Access to safe drinking water is also considered to be a human right, not a privilege, for every man, woman, and child. Economic benefits of safe drinking water services include higher economic productivity, more education, and health-care savings.",,,,CC BY-4.0
SH.H2O.SMDW.ZS,Health: Disease prevention,People using safely managed drinking water services (% of population),,"The percentage of people using drinking water from an improved source that is accessible on premises, available when needed and free from faecal and priority chemical contamination. Improved water sources include piped water, boreholes or tubewells, protected dug wells, protected springs, and packaged or delivered water.",,Annual,,,Weighted average,"In order to meet the criteria for a safely managed drinking water service, an improved water source should meet three criteria: it should be accessible on the premises (accessibility), water should be available when needed (availability), and the water supplied should be free from contamination (quality).  Many countries lack data on one or more elements of safely managed drinking water.  The WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (JMP) provide national estimates only when data are available on drinking water quality and at least one of the other criteria (accessibility and availability).  Regional and income group estimates are made when data are available for at least 30 percent of the population.",,"Aggregate data by groups are computed based on the groupings for the World Bank fiscal year in which the data was released by the WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.

This is the Sustainable Development Goal indicator 6.1.1 [https://unstats.un.org/sdgs/metadata/].","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).","Data on drinking water, sanitation and hygiene are produced by the Joint Monitoring Programme of the World Health Organization (WHO) and United Nations Children's Fund (UNICEF) based on administrative sources, national censuses and nationally representative household surveys.  WHO/UNICEF defines a safely managed drinking water as an improved water source that is accessible on premises, available when needed and free from faecal and priority chemical contamination.  Improved water sources include: piped water, boreholes or tubewells, protected dug wells, protected springs, and packaged or delivered water.","Water is considered to be the most important resource for sustaining ecosystems, which provide life-supporting services for people, animals, and plants. Global access to safe water and proper hygiene education can reduce illness and death from disease, leading to improved health, poverty reduction, and socio-economic development. However, many countries are challenged to provide these basic necessities to their populations, leaving people at risk for water, sanitation, and hygiene (WASH)-related diseases. Because contaminated water is a major cause of illness and death, water quality is a determining factor in human poverty, education, and economic opportunities.  

Lack of access to adequate drinking water services contributes to deaths and illness, especially in children. Water based disease transmission by drinking contaminated water is responsible for significant outbreaks of diseases such as cholera and typhoid and includes diarrheal diseases, viral hepatitis A, cholera, dysentery and dracunculiasis (Guineaworm disease). Improving access to clean drinking water is a crucial element in the reduction of under-five mortality and morbidity and there is evidence that ensuring higher levels of drinking water services has a greater impact. 

Women and children spend millions of hours each year fetching water. The chore diverts their time from other important activities (for example attending school, caring for children, participating in the economy). When water is not available on premises and has to be collected, women and girls are almost two and a half times more likely than men and boys to be the main water carriers for their families.  

Many international organizations use access to safe drinking water and hygienic sanitation facilities as a measure for progress in the fight against poverty, disease, and death. Access to safe drinking water is also considered to be a human right, not a privilege, for every man, woman, and child. Economic benefits of safe drinking water services include higher economic productivity, more education, and health-care savings.",,,,CC BY-4.0
SH.HIV.1524.FE.ZS,Health: Risk factors,"Prevalence of HIV, female (% ages 15-24)",,"Prevalence of HIV, female is the percentage of females who are infected with HIV. Youth rates are as a percentage of the relevant age group.",,Annual,,,Weighted average,The limited availability of data on health status is a major constraint in assessing the health situation in developing countries. Surveillance data are lacking for many major public health concerns. Estimates of prevalence and incidence are available for some diseases but are often unreliable and incomplete. National health authorities differ widely in capacity and willingness to collect or report information.,,"In many developing countries most new infections occur in young adults, with young women especially vulnerable.",UNAIDS estimates.,"HIV prevalence rates reflect the rate of HIV infection in each country's population. Low national prevalence rates can be misleading, however. They often disguise epidemics that are initially concentrated in certain localities or population groups and threaten to spill over into the wider population. In many developing countries most new infections occur in young adults, with young women especially vulnerable.

Data on HIV are from the Joint United Nations Programme on HIV/AIDS (UNAIDS). Changes in procedures and assumptions for estimating the data and better coordination with countries have resulted in improved estimates of HIV and AIDS. The models, which are routinely updated, track the course of HIV epidemics and their impact, making full use of information in HIV prevalence trends from surveillance data as well as survey data. The models take into account reduced infectivity among people receiving antiretroviral therapy (which is having a larger impact on HIV prevalence and allowing HIV-positive people to live longer) and allow for changes in urbanization over time in generalized epidemics. The estimates include plausibility bounds, which reflect the certainty associated with each of the estimates.",,,,,CC BY-4.0
