Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count,Adjusted Activity Type Code,Adjusted Passenger Count,Year,Month
200709,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,42723,Enplaned,42723,2007,September
200709,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Thru / Transit,Other,Terminal 1,B,2182,Thru / Transit * 2,4364,2007,September
200709,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Deplaned,Other,Terminal 1,B,5938,Deplaned,5938,2007,September
200709,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Other,Terminal 1,B,7051,Enplaned,7051,2007,September
200709,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Thru / Transit,Other,Terminal 1,B,649,Thru / Transit * 2,1298,2007,September
200709,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,5022,Deplaned,5022,2007,September
200709,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,7080,Enplaned,7080,2007,September
200709,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Thru / Transit,Other,International,A,2038,Thru / Transit * 2,4076,2007,September
200709,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,6210,Deplaned,6210,2007,September
200709,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,6148,Enplaned,6148,2007,September
200709,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,141525,Deplaned,141525,2007,September
200709,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,141794,Enplaned,141794,2007,September
200709,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,3966,Deplaned,3966,2007,September
200709,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,3846,Enplaned,3846,2007,September
200709,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,4195,Deplaned,4195,2007,September
200709,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,3475,Enplaned,3475,2007,September
200709,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,18977,Deplaned,18977,2007,September
200709,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,19119,Enplaned,19119,2007,September
200709,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,10556,Deplaned,10556,2007,September
200709,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,10455,Enplaned,10455,2007,September
200709,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,8819,Deplaned,8819,2007,September
200709,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,8718,Enplaned,8718,2007,September
200709,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,72297,Deplaned,72297,2007,September
200709,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,73744,Enplaned,73744,2007,September
200709,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,12841,Deplaned,12841,2007,September
200709,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,12167,Enplaned,12167,2007,September
200709,ExpressJet Airlines,XE,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,6244,Deplaned,6244,2007,September
200709,ExpressJet Airlines,XE,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,6768,Enplaned,6768,2007,September
200805,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,7090,Enplaned,7090,2008,May
200709,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,19235,Deplaned,19235,2007,September
200709,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,18199,Enplaned,18199,2007,September
200709,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,Terminal 1,C,7157,Deplaned,7157,2007,September
200709,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,7302,Enplaned,7302,2007,September
200709,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,3254,Deplaned,3254,2007,September
200709,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,3421,Enplaned,3421,2007,September
200709,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,8377,Deplaned,8377,2007,September
200709,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,8187,Enplaned,8187,2007,September
200709,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Deplaned,Low Fare,International,A,19069,Deplaned,19069,2007,September
200709,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Enplaned,Low Fare,International,A,19255,Enplaned,19255,2007,September
200709,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,12486,Deplaned,12486,2007,September
200709,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,12363,Enplaned,12363,2007,September
200709,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,4529,Deplaned,4529,2007,September
200709,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,4355,Enplaned,4355,2007,September
200709,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,17805,Deplaned,17805,2007,September
200709,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,18147,Enplaned,18147,2007,September
200709,Mesa Airlines,YV,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,961,Deplaned,961,2007,September
200709,Mesa Airlines,YV,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,995,Enplaned,995,2007,September
200709,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Deplaned,Other,International,G,5219,Deplaned,5219,2007,September
200709,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Enplaned,Other,International,G,6216,Enplaned,6216,2007,September
200709,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Other,Terminal 3,E,6796,Deplaned,6796,2007,September
200709,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Other,Terminal 3,E,6639,Enplaned,6639,2007,September
200709,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Deplaned,Other,Terminal 1,C,49625,Deplaned,49625,2007,September
200709,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Enplaned,Other,Terminal 1,C,49735,Enplaned,49735,2007,September
200709,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Deplaned,Other,International,A,6720,Deplaned,6720,2007,September
200709,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Enplaned,Other,International,A,6259,Enplaned,6259,2007,September
200709,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,10642,Deplaned,10642,2007,September
200709,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,8038,Enplaned,8038,2007,September
200709,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,6528,Deplaned,6528,2007,September
200709,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,5002,Enplaned,5002,2007,September
200709,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,15852,Deplaned,15852,2007,September
200709,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,13003,Enplaned,13003,2007,September
200709,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,3618,Deplaned,3618,2007,September
200709,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,3798,Enplaned,3798,2007,September
200709,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,90911,Deplaned,90911,2007,September
200709,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,88173,Enplaned,88173,2007,September
200709,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,6015,Deplaned,6015,2007,September
200709,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,6089,Enplaned,6089,2007,September
200709,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,54162,Deplaned,54162,2007,September
200709,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,52404,Enplaned,52404,2007,September
200709,Spirit Airlines,NK,Spirit Airlines,NK,Domestic,US,Deplaned,Low Fare,International,A,412,Deplaned,412,2007,September
200709,Spirit Airlines,NK,Spirit Airlines,NK,Domestic,US,Enplaned,Low Fare,International,A,571,Enplaned,571,2007,September
200709,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,Terminal 1,B,4646,Deplaned,4646,2007,September
200709,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,Terminal 1,B,4593,Enplaned,4593,2007,September
200709,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,4730,Deplaned,4730,2007,September
200709,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,4314,Enplaned,4314,2007,September
200709,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,30954,Deplaned,30954,2007,September
200709,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,35903,Deplaned,35903,2007,September
200709,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,31073,Enplaned,31073,2007,September
200709,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,35910,Enplaned,35910,2007,September
200709,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 1,B,54116,Deplaned,54116,2007,September
200709,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 1,B,55141,Enplaned,55141,2007,September
200709,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,7581,Deplaned,7581,2007,September
200709,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,International,G,291,Enplaned,291,2007,September
200709,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,24361,Deplaned,24361,2007,September
200709,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,23584,Enplaned,23584,2007,September
200709,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,331,Thru / Transit * 2,662,2007,September
200709,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Low Fare,Terminal 3,F,42702,Deplaned,42702,2007,September
200709,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,347791,Deplaned,347791,2007,September
200709,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Low Fare,Terminal 3,F,42431,Enplaned,42431,2007,September
200709,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,363949,Enplaned,363949,2007,September
200709,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,5649,Thru / Transit * 2,11298,2007,September
200709,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Other,International,G,75825,Deplaned,75825,2007,September
200709,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Other,International,G,70728,Enplaned,70728,2007,September
200709,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Thru / Transit,Other,International,G,3744,Thru / Transit * 2,7488,2007,September
200709,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Other,International,G,6634,Deplaned,6634,2007,September
200709,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,6436,Enplaned,6436,2007,September
200709,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,683,Thru / Transit * 2,1366,2007,September
200709,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,14301,Deplaned,14301,2007,September
200709,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,14678,Enplaned,14678,2007,September
200709,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,67,Thru / Transit * 2,134,2007,September
200709,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,32366,Deplaned,32366,2007,September
200709,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,34101,Enplaned,34101,2007,September
200709,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,709,Thru / Transit * 2,1418,2007,September
200709,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,4625,Deplaned,4625,2007,September
200709,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,3964,Enplaned,3964,2007,September
200709,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,127,Thru / Transit * 2,254,2007,September
200709,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,International,A,20342,Deplaned,20342,2007,September
200709,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,International,A,21222,Enplaned,21222,2007,September
200709,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,11093,Deplaned,11093,2007,September
200709,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,11190,Enplaned,11190,2007,September
200710,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Deplaned,Low Fare,International,A,100,Deplaned,100,2007,October
200710,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Enplaned,Low Fare,International,A,119,Enplaned,119,2007,October
200710,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Other,International,A,744,Deplaned,744,2007,October
200710,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Other,International,A,612,Enplaned,612,2007,October
200710,Air Canada ,AC,Air Canada ,AC,International,Canada,Deplaned,Other,Terminal 3,E,27712,Deplaned,27712,2007,October
200710,Air Canada ,AC,Air Canada ,AC,International,Canada,Enplaned,Other,Terminal 3,E,26120,Enplaned,26120,2007,October
200710,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,7201,Deplaned,7201,2007,October
200710,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,7678,Enplaned,7678,2007,October
200710,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,10297,Deplaned,10297,2007,October
200710,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,11300,Enplaned,11300,2007,October
200710,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,5192,Deplaned,5192,2007,October
200710,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,9041,Enplaned,9041,2007,October
200710,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,11989,Deplaned,11989,2007,October
200710,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,12119,Enplaned,12119,2007,October
200710,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,37790,Deplaned,37790,2007,October
200710,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,42258,Enplaned,42258,2007,October
200710,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Thru / Transit,Other,Terminal 1,B,3506,Thru / Transit * 2,7012,2007,October
200710,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Deplaned,Other,Terminal 1,B,4740,Deplaned,4740,2007,October
200710,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Other,Terminal 1,B,4666,Enplaned,4666,2007,October
200710,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Thru / Transit,Other,Terminal 1,B,126,Thru / Transit * 2,252,2007,October
200710,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,6160,Deplaned,6160,2007,October
200710,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,9825,Enplaned,9825,2007,October
200710,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Thru / Transit,Other,International,A,2501,Thru / Transit * 2,5002,2007,October
200710,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,6403,Deplaned,6403,2007,October
200710,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,6493,Enplaned,6493,2007,October
200710,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,153432,Deplaned,153432,2007,October
200710,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,155076,Enplaned,155076,2007,October
200710,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,4141,Deplaned,4141,2007,October
200710,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,3754,Enplaned,3754,2007,October
200710,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,3855,Deplaned,3855,2007,October
200710,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,4363,Enplaned,4363,2007,October
200710,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,19560,Deplaned,19560,2007,October
200710,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,19016,Enplaned,19016,2007,October
200710,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,12789,Deplaned,12789,2007,October
200710,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,14683,Enplaned,14683,2007,October
200710,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,7334,Deplaned,7334,2007,October
200710,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,10095,Enplaned,10095,2007,October
200710,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,74773,Deplaned,74773,2007,October
200710,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,73549,Enplaned,73549,2007,October
200710,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,12135,Deplaned,12135,2007,October
200710,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,13147,Enplaned,13147,2007,October
200710,ExpressJet Airlines,XE,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,6382,Deplaned,6382,2007,October
200710,ExpressJet Airlines,XE,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,6920,Enplaned,6920,2007,October
200710,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,19528,Deplaned,19528,2007,October
200710,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,18970,Enplaned,18970,2007,October
200710,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,Terminal 1,C,7497,Deplaned,7497,2007,October
200710,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,7168,Enplaned,7168,2007,October
200710,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,2540,Deplaned,2540,2007,October
200710,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,2991,Enplaned,2991,2007,October
200710,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,8688,Deplaned,8688,2007,October
200710,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,8092,Enplaned,8092,2007,October
200710,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Deplaned,Low Fare,International,A,20845,Deplaned,20845,2007,October
200710,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Enplaned,Low Fare,International,A,20275,Enplaned,20275,2007,October
200710,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,12304,Deplaned,12304,2007,October
200710,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,11759,Enplaned,11759,2007,October
200710,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,3721,Deplaned,3721,2007,October
200710,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,4452,Enplaned,4452,2007,October
200710,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,18980,Deplaned,18980,2007,October
200710,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,17876,Enplaned,17876,2007,October
200710,Mesa Airlines,YV,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,895,Deplaned,895,2007,October
200710,Mesa Airlines,YV,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,919,Enplaned,919,2007,October
200710,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Deplaned,Other,International,G,5857,Deplaned,5857,2007,October
200710,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Enplaned,Other,International,G,7355,Enplaned,7355,2007,October
200710,Miami Air International,GL,Miami Air International,GL,Domestic,US,Deplaned,Other,International,A,167,Deplaned,167,2007,October
200710,Miami Air International,GL,Miami Air International,GL,Domestic,US,Enplaned,Other,International,A,166,Enplaned,166,2007,October
200710,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Other,Terminal 3,E,6372,Deplaned,6372,2007,October
200710,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Other,Terminal 3,E,6631,Enplaned,6631,2007,October
200710,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Deplaned,Other,Terminal 1,C,50329,Deplaned,50329,2007,October
200710,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Enplaned,Other,Terminal 1,C,51082,Enplaned,51082,2007,October
200710,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Deplaned,Other,International,A,6482,Deplaned,6482,2007,October
200710,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Enplaned,Other,International,A,7045,Enplaned,7045,2007,October
200710,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,9305,Deplaned,9305,2007,October
200710,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,10397,Enplaned,10397,2007,October
200710,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,4982,Deplaned,4982,2007,October
200710,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,6372,Enplaned,6372,2007,October
200710,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,12962,Deplaned,12962,2007,October
200710,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,15532,Enplaned,15532,2007,October
200710,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,5438,Deplaned,5438,2007,October
200710,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,5894,Enplaned,5894,2007,October
200710,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,93943,Deplaned,93943,2007,October
200710,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,92711,Enplaned,92711,2007,October
200710,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,6869,Deplaned,6869,2007,October
200710,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,6643,Enplaned,6643,2007,October
200710,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,54503,Deplaned,54503,2007,October
200710,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,54732,Enplaned,54732,2007,October
200710,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,2,Thru / Transit * 2,4,2007,October
200710,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,Terminal 1,B,4769,Deplaned,4769,2007,October
200710,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,Terminal 1,B,5148,Enplaned,5148,2007,October
200710,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,4390,Deplaned,4390,2007,October
200710,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,4674,Enplaned,4674,2007,October
200710,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,72422,Deplaned,72422,2007,October
200710,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,72780,Enplaned,72780,2007,October
200710,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 1,B,59504,Deplaned,59504,2007,October
